date,Close,Net,chg,Open,Low,High,Volume
44013.00,10154.63,95.86,0.01,10063.67,10048.04,10197.19,972052263.00
44012.00,10058.77,184.61,0.02,9875.29,9863.67,10085.59,1102033922.00
44011.00,9874.15,116.93,0.01,9771.72,9663.61,9877.34,977007592.00
44008.00,9757.22,-259.78,-0.03,9995.12,9749.07,10000.67,2668506334.00
44007.00,10017.00,107.84,0.01,9899.36,9810.47,10023.28,1056340818.00
44006.00,9909.17,-222.20,-0.02,10092.92,9842.22,10137.50,1258794402.00
44005.00,10131.37,74.89,0.01,10130.83,10112.44,10221.85,1184852739.00
44004.00,10056.48,110.35,0.01,9945.49,9916.60,10059.61,1060559663.00
44001.00,9946.12,3.07,0.00,10042.13,9872.94,10053.91,2388420659.00
44000.00,9943.05,32.52,0.00,9892.48,9885.66,9959.20,1028718376.00
43999.00,9910.53,14.66,0.00,9943.31,9891.81,9991.21,1012024086.00
43998.00,9895.87,169.84,0.02,9949.78,9748.38,9963.63,1085057568.00
43997.00,9726.02,137.21,0.01,9426.90,9403.00,9756.07,1080269866.00
43994.00,9588.81,96.08,0.01,9715.87,9413.62,9768.64,1041634628.00
43993.00,9492.73,-527.62,-0.05,9791.24,9491.31,9868.08,1252451126.00
43992.00,10020.35,66.59,0.01,10012.32,9962.58,10086.89,1110859302.00
43991.00,9953.75,29.01,0.00,9867.19,9863.27,10002.50,1122741508.00
43990.00,9924.75,110.66,0.01,9823.44,9780.61,9927.13,1344751891.00
43987.00,9814.08,198.27,0.02,9703.54,9685.35,9845.69,1435935314.00
43986.00,9615.81,-67.10,-0.01,9649.65,9560.41,9716.14,1288964312.00
43985.00,9682.91,74.54,0.01,9651.86,9627.18,9707.78,1013545238.00
43984.00,9608.38,56.33,0.01,9566.53,9472.08,9611.22,908581743.00
43983.00,9552.05,62.18,0.01,9471.42,9462.32,9571.28,878987978.00
43980.00,9489.87,120.88,0.01,9382.35,9324.73,9505.55,1450482819.00
43979.00,9368.99,-43.37,0.00,9392.99,9345.28,9523.64,877385817.00
43978.00,9412.36,72.14,0.01,9346.12,9144.28,9414.62,951522411.00
43977.00,9340.22,15.63,0.00,9501.21,9333.16,9501.21,967896098.00
43973.00,9324.59,39.71,0.00,9278.55,9239.41,9328.28,746032592.00
43972.00,9284.88,-90.90,-0.01,9375.19,9254.85,9405.25,785337390.00
43971.00,9375.78,190.67,0.02,9305.62,9304.20,9392.82,938191847.00
43970.00,9185.10,-49.72,-0.01,9227.46,9183.25,9317.25,869452469.00
43969.00,9234.83,220.27,0.02,9177.15,9154.35,9267.22,968793346.00
43966.00,9014.56,70.84,0.01,8839.99,8821.38,9018.40,1025068205.00
43965.00,8943.72,80.55,0.01,8788.04,8705.25,8945.71,883246887.00
43964.00,8863.17,-139.38,-0.02,9006.05,8752.68,9074.16,952962245.00
43963.00,9002.55,-189.79,-0.02,9225.15,9000.07,9250.96,922432329.00
43962.00,9192.34,71.02,0.01,9054.91,9053.18,9241.92,878429363.00
43959.00,9121.32,141.66,0.02,9056.89,9018.21,9125.98,824608988.00
43958.00,8979.66,125.27,0.01,8973.78,8932.86,9015.99,831292235.00
43957.00,8854.39,45.27,0.01,8874.70,8819.37,8933.25,782814975.00
43956.00,8809.12,98.41,0.01,8809.66,8781.31,8909.96,834177559.00
43955.00,8710.72,105.77,0.01,8555.32,8537.83,8715.82,806275006.00
43952.00,8604.95,-284.60,-0.03,8681.29,8566.84,8754.46,868792838.00
43951.00,8889.55,-25.16,0.00,8911.02,8825.84,8926.11,1128314486.00
43950.00,8914.71,306.98,0.04,8802.70,8765.01,8957.27,1033298624.00
43949.00,8607.73,-122.43,-0.01,8825.69,8600.70,8830.57,846775211.00
43948.00,8730.16,95.64,0.01,8717.98,8697.37,8754.57,807920247.00
43945.00,8634.52,139.77,0.02,8530.08,8464.43,8642.93,797877591.00
43944.00,8494.75,-0.63,0.00,8528.84,8475.20,8635.23,854516397.00
43943.00,8495.38,232.15,0.03,8434.55,8404.54,8537.31,733431433.00
43942.00,8263.23,-297.50,-0.03,8460.69,8215.69,8480.29,881563160.00
43941.00,8560.73,-89.41,-0.01,8553.38,8553.38,8684.91,876313148.00
43938.00,8650.14,117.78,0.01,8667.48,8531.69,8670.30,1064471731.00
43937.00,8532.36,139.19,0.02,8479.11,8393.27,8560.16,919559319.00
43936.00,8393.18,-122.56,-0.01,8355.96,8308.79,8464.66,794060385.00
43935.00,8515.74,323.32,0.04,8353.21,8338.09,8531.11,849817007.00
43934.00,8192.43,38.85,0.00,8127.69,8035.95,8200.44,761869030.00
43930.00,8153.58,62.67,0.01,8169.01,8072.32,8227.91,925798483.00
43929.00,8090.90,203.64,0.03,7975.72,7901.94,8114.43,838251798.00
43928.00,7887.26,-25.98,0.00,8129.99,7881.22,8146.43,1002730677.00
43927.00,7913.24,540.16,0.07,7660.17,7617.79,7938.33,980152392.00
43924.00,7373.08,-114.23,-0.02,7477.27,7288.11,7518.72,836098661.00
43923.00,7487.31,126.73,0.02,7317.45,7307.95,7501.70,912993901.00
43922.00,7360.58,-339.52,-0.04,7459.50,7301.98,7566.37,914106691.00
43921.00,7700.10,-74.05,-0.01,7740.06,7642.86,7880.31,1095330654.00
43920.00,7774.15,271.77,0.04,7583.46,7539.97,7784.35,926446666.00
43917.00,7502.38,-295.16,-0.04,7554.25,7491.14,7716.24,1002882259.00
43916.00,7797.54,413.24,0.06,7462.21,7462.21,7809.83,1006394523.00
43915.00,7384.30,-33.56,0.00,7421.36,7276.40,7671.21,1193550706.00
43914.00,7417.86,557.18,0.08,7196.15,7169.86,7418.37,1147585759.00
43913.00,6860.67,-18.84,0.00,6847.28,6631.42,6984.94,1083631654.00
43910.00,6879.52,-271.06,-0.04,7248.07,6854.67,7354.44,1641981127.00
43909.00,7150.58,160.73,0.02,6996.45,6858.38,7341.38,1188511256.00
43908.00,6989.84,-344.94,-0.05,6902.32,6686.36,7182.83,1263466646.00
43907.00,7334.78,430.19,0.06,6904.59,6828.91,7406.23,1293373535.00
43906.00,6904.59,-970.28,-0.12,7392.73,6882.86,7422.20,1268183261.00
43903.00,7874.88,673.07,0.09,7610.39,7219.09,7875.93,1251666079.00
43902.00,7201.80,-750.25,-0.09,7398.58,7194.67,7712.33,1335088474.00
43901.00,7952.05,-392.20,-0.05,8136.25,7850.95,8181.36,1064170640.00
43900.00,8344.25,393.58,0.05,8219.76,7930.43,8347.40,1123307711.00
43899.00,7950.68,-624.94,-0.07,7957.93,7943.16,8243.31,1201402023.00
43896.00,8575.62,-162.98,-0.02,8469.02,8375.13,8612.36,1046721998.00
43895.00,8738.60,-279.49,-0.03,8790.09,8677.39,8921.08,901109746.00
43894.00,9018.09,334.00,0.04,8834.10,8757.66,9019.96,878056975.00
43893.00,8684.09,-268.08,-0.03,8965.10,8602.89,9070.32,1099224976.00
43892.00,8952.17,384.80,0.04,8667.14,8543.35,8952.81,1099672192.00
43889.00,8567.37,0.89,0.00,8269.74,8264.16,8591.82,1444401818.00
43888.00,8566.48,-414.30,-0.05,8744.03,8562.05,8904.11,1146902266.00
43887.00,8980.78,15.16,0.00,9011.55,8927.80,9148.32,870349213.00
43886.00,8965.61,-255.67,-0.03,9301.20,8940.49,9315.26,871817911.00
43885.00,9221.28,-355.31,-0.04,9188.44,9166.01,9322.88,795200877.00
43882.00,9576.59,-174.38,-0.02,9708.01,9542.33,9715.95,699672946.00
43881.00,9750.97,-66.22,-0.01,9799.20,9636.94,9820.86,646920347.00
43880.00,9817.18,84.44,0.01,9782.81,9777.10,9838.37,580066444.00
43879.00,9732.74,1.57,0.00,9679.04,9675.80,9747.68,555308640.00
43875.00,9731.18,19.21,0.00,9728.90,9693.05,9746.36,536343195.00
43874.00,9711.97,-13.99,0.00,9657.04,9650.02,9748.32,545841789.00
43873.00,9725.96,87.02,0.01,9688.60,9666.69,9728.77,589706260.00
43872.00,9638.94,10.55,0.00,9680.89,9617.21,9714.74,567798601.00
43871.00,9628.39,107.88,0.01,9493.63,9493.63,9628.66,546598631.00
43868.00,9520.51,-51.64,-0.01,9526.64,9496.53,9570.09,549787899.00
43867.00,9572.15,63.47,0.01,9540.98,9505.68,9575.66,582672232.00
43866.00,9508.68,40.71,0.00,9574.10,9454.93,9574.94,625908500.00
43865.00,9467.97,194.57,0.02,9398.39,9374.05,9485.38,607827826.00
43864.00,9273.40,122.47,0.01,9190.72,9188.55,9299.85,623269643.00
43861.00,9150.94,-148.00,-0.02,9324.33,9123.22,9324.80,695765665.00
43860.00,9298.93,23.77,0.00,9211.15,9185.18,9303.00,573683707.00
43859.00,9275.16,5.48,0.00,9318.26,9249.04,9329.12,548873190.00
43858.00,9269.68,130.37,0.01,9201.82,9182.33,9288.87,530773765.00
43857.00,9139.31,-175.60,-0.02,9092.46,9088.04,9185.45,686776501.00
43854.00,9314.91,-87.57,-0.01,9446.21,9273.23,9451.43,629464577.00
43853.00,9402.48,18.71,0.00,9377.72,9334.13,9409.20,611038179.00
43852.00,9383.77,12.96,0.00,9413.61,9375.13,9439.29,580341392.00
43851.00,9370.81,-18.14,0.00,9361.07,9350.20,9397.58,691597126.00
43847.00,9388.94,31.81,0.00,9392.37,9346.81,9393.48,659466724.00
43846.00,9357.13,98.44,0.01,9313.45,9301.32,9357.92,567146279.00
43845.00,9258.70,7.37,0.00,9253.76,9231.14,9298.82,584767992.00
43844.00,9251.33,-22.60,0.00,9270.61,9226.49,9298.33,624219655.00
43843.00,9273.93,95.07,0.01,9213.72,9193.06,9274.49,605161501.00
43840.00,9178.86,-24.56,0.00,9232.95,9164.66,9235.20,585082910.00
43839.00,9203.43,74.18,0.01,9202.27,9158.50,9215.95,601329624.00
43838.00,9129.24,60.66,0.01,9068.03,9059.38,9168.89,595812172.00
43837.00,9068.58,-2.88,0.00,9076.65,9042.55,9091.93,552230912.00
43836.00,9071.47,50.69,0.01,8943.50,8943.50,9072.41,690232101.00
43833.00,9020.77,-71.42,-0.01,8976.43,8976.43,9065.76,618554971.00
43832.00,9092.19,,,9039.46,9010.89,9093.43,654950874.00
